"Startnumber";"Firstname";"Surname";"Gender";"Nat";"Club";"Stage";"Class";"Group";"Total Time";"Total TimeHMS";"Total Time2";"Lap";"Rank Class";"Diff Winner Class";"Rank Gender";"Diff Winner Gender";"Rank Total";"Diff Winner Total";"TimeOfDay";"City";""
"274";"Jori";"Mørkve";"F";"NOR";"Eldar IL";"NC Sprint";"K Senior";"NC";"20:04.7";"00:20:04.700";"20:04.7";"1";"1";"0:00.0";"76";"4:22.1";"144";"4:22.1";"2016-01-24T13:47:45.4000000";"";""
"269";"Chardine";"Sloof";"F";"SWE";"";"NC Sprint";"K Senior";"NC";"20:07.5";"00:20:07.500";"20:07.5";"1";"2";"0:02.8";"77";"4:24.9";"147";"4:24.9";"2016-01-24T13:46:08.2000000";"";""
"273";"Kristin";"Hjelstuen";"F";"NOR";"Oslo Skiskytterlag / Team Bardøla";"NC Sprint";"K Senior";"NC";"20:25.1";"00:20:25.100";"20:25.1";"1";"3";"0:20.4";"82";"4:42.5";"159";"4:42.5";"2016-01-24T13:47:45.8000000";"";""
"282";"Marie";"Nørstebø";"F";"NOR";"Svene IL / Team Bardøla";"NC Sprint";"K Senior";"NC";"20:25.7";"00:20:25.700";"20:25.7";"1";"4";"0:21.0";"83";"4:43.1";"160";"4:43.1";"2016-01-24T13:50:46.0000000";"";""
"268";"Hanne";"Tingelstad";"F";"NOR";"Tingelstad Skiskytterklubb / Team Statkraft Innlandet";"NC Sprint";"K Senior";"NC";"20:26.0";"00:20:26.000";"20:26.0";"1";"5";"0:21.3";"84";"4:43.4";"161";"4:43.4";"2016-01-24T13:46:06.7000000";"";""
"277";"Astrid Wathne";"Matthiessen";"F";"NOR";"Fana IL / Team Statkraft Midt-Norge";"NC Sprint";"K Senior";"NC";"20:44.4";"00:20:44.400";"20:44.4";"1";"6";"0:39.7";"90";"5:01.8";"183";"5:01.8";"2016-01-24T13:49:25.0000000";"";""
"278";"Marion Huber";"Kaas";"F";"NOR";"Tynset IF";"NC Sprint";"K Senior";"NC";"20:49.6";"00:20:49.600";"20:49.6";"1";"7";"0:44.9";"92";"5:07.0";"189";"5:07.0";"2016-01-24T13:49:50.3000000";"";""
"281";"Tonje Marie";"Skjelstadås";"F";"NOR";"Meråker Skiskytterklubb";"NC Sprint";"K Senior";"NC";"21:02.7";"00:21:02.700";"21:02.7";"1";"8";"0:58.0";"95";"5:20.1";"198";"5:20.1";"2016-01-24T13:51:03.8000000";"";""
"271";"Ingvild";"Sangesland";"F";"NOR";"Øvrebø IL / Team Statkraft Midt-Norge";"NC Sprint";"K Senior";"NC";"21:06.8";"00:21:06.800";"21:06.8";"1";"9";"1:02.1";"96";"5:24.2";"202";"5:24.2";"2016-01-24T13:47:48.0000000";"";""
"280";"Turid";"SALBU";"F";"NOR";"Voss Skiskytterlag / Team Glalaks";"NC Sprint";"K Senior";"NC";"21:21.7";"00:21:21.700";"21:21.7";"1";"10";"1:17.0";"98";"5:39.1";"217";"5:39.1";"2016-01-24T13:51:02.9000000";"";""
"275";"Karoline";"Næss";"F";"NOR";"Bjerke IL Ski / Team Statkraft Oslofjord";"NC Sprint";"K Senior";"NC";"21:53.1";"00:21:53.100";"21:53.1";"1";"11";"1:48.4";"103";"6:10.5";"241";"6:10.5";"2016-01-24T13:49:53.8000000";"";""
"270";"Hege Kne";"Galåen";"F";"NOR";"Røros IL";"NC Sprint";"K Senior";"NC";"22:15.9";"00:22:15.900";"22:15.9";"1";"12";"2:11.2";"110";"6:33.3";"255";"6:33.3";"2016-01-24T13:48:36.7000000";"";""
"284";"Maren";"Wangensteen";"F";"NOR";"Vestre Slidre IL / Team Statkraft Innlandet";"NC Sprint";"K Senior";"NC";"22:17.6";"00:22:17.600";"22:17.6";"1";"13";"2:12.9";"113";"6:35.0";"260";"6:35.0";"2016-01-24T13:53:17.8000000";"";""
"7";"Juni";"Arnekleiv";"F";"NOR";"Dombås IL / NTG Lillehammer";"NC Sprint";"K17";"NC";"16:16.7";"00:16:16.700";"16:16.7";"1";"1";"0:00.0";"6";"0:34.1";"6";"0:34.1";"2016-01-24T09:48:36.5000000";"";""
"14";"Hilde";"Fosse";"F";"NOR";"Voss Skiskytterlag / Team Glalaks";"NC Sprint";"K17";"NC";"16:34.3";"00:16:34.300";"16:34.3";"1";"2";"0:17.6";"8";"0:51.7";"8";"0:51.7";"2016-01-24T09:51:15.2000000";"";""
"10";"Sigrid Flo";"Bødal";"F";"NOR";"Stårheim IL / NTG Lillehammer";"NC Sprint";"K17";"NC";"16:34.6";"00:16:34.600";"16:34.6";"1";"3";"0:17.9";"9";"0:52.0";"9";"0:52.0";"2016-01-24T09:49:55.2000000";"";""
"23";"Hanne Eggen";"Persson";"F";"NOR";"Vingrom IL / NTG Lillehammer";"NC Sprint";"K17";"NC";"16:58.0";"00:16:58.000";"16:58.0";"1";"4";"0:41.3";"14";"1:15.4";"14";"1:15.4";"2016-01-24T09:54:38.0000000";"";""
"24";"Vilde Hagen";"FRIIS";"F";"NOR";"Ål Skiskyttarlag / NTG Geilo";"NC Sprint";"K17";"NC";"17:00.4";"00:17:00.400";"17:00.4";"1";"5";"0:43.7";"16";"1:17.8";"16";"1:17.8";"2016-01-24T09:55:01.3000000";"";""
"13";"Sigrid Bredde";"VIG";"F";"NOR";"Simostranda IL / NTG Geilo";"NC Sprint";"K17";"NC";"17:02.8";"00:17:02.800";"17:02.8";"1";"6";"0:46.1";"17";"1:20.2";"17";"1:20.2";"2016-01-24T09:51:23.3000000";"";""
"37";"Guro Seline";"Herfoss";"F";"NOR";"Drangedal Idrettslag / Team TeVe";"NC Sprint";"K17";"NC";"17:03.6";"00:17:03.600";"17:03.6";"1";"7";"0:46.9";"18";"1:21.0";"18";"1:21.0";"2016-01-24T09:59:24.0000000";"";""
"19";"Marit";"Øygard";"F";"NOR";"Skrautvål IL / Team Valdres Ski";"NC Sprint";"K17";"NC";"17:09.0";"00:17:09.000";"17:09.0";"1";"8";"0:52.3";"19";"1:26.4";"19";"1:26.4";"2016-01-24T09:53:29.9000000";"";""
"9";"Ingrid";"Idland";"F";"NOR";"Figgjo IL";"NC Sprint";"K17";"NC";"17:10.5";"00:17:10.500";"17:10.5";"1";"9";"0:53.8";"20";"1:27.9";"20";"1:27.9";"2016-01-24T09:50:11.0000000";"";""
"22";"Therese Eikrem";"Blindheim";"F";"NOR";"Fossum IF / Wang Toppidrett";"NC Sprint";"K17";"NC";"17:17.1";"00:17:17.100";"17:17.1";"1";"10";"1:00.4";"21";"1:34.5";"21";"1:34.5";"2016-01-24T09:54:38.0000000";"";""
"25";"Kristina Hipolan";"Bergmann";"F";"NOR";"Drangedal Idrettslag / Team TeVe";"NC Sprint";"K17";"NC";"17:26.2";"00:17:26.200";"17:26.2";"1";"11";"1:09.5";"26";"1:43.6";"26";"1:43.6";"2016-01-24T09:55:47.3000000";"";""
"17";"Veronica Berget";"Doseth";"F";"NOR";"Dombås IL";"NC Sprint";"K17";"NC";"17:29.9";"00:17:29.900";"17:29.9";"1";"12";"1:13.2";"28";"1:47.3";"28";"1:47.3";"2016-01-24T09:53:11.0000000";"";""
"5";"Sara Holm";"Lægreid";"F";"NOR";"Bærums Skiklub / Wang Toppidrett";"NC Sprint";"K17";"NC";"17:35.9";"00:17:35.900";"17:35.9";"1";"13";"1:19.2";"33";"1:53.3";"33";"1:53.3";"2016-01-24T09:49:16.6000000";"";""
"20";"Ingrid Kristine";"Wright-Hagen";"F";"NOR";"Åsnes Skiskytterlag / NTG Lillehammer";"NC Sprint";"K17";"NC";"17:41.5";"00:17:41.500";"17:41.5";"1";"14";"1:24.8";"36";"1:58.9";"36";"1:58.9";"2016-01-24T09:54:22.2000000";"";""
"16";"Maria Munch";"Starheim";"F";"NOR";"Stårheim IL";"NC Sprint";"K17";"NC";"17:42.8";"00:17:42.800";"17:42.8";"1";"15";"1:26.1";"37";"2:00.2";"37";"2:00.2";"2016-01-24T09:53:03.9000000";"";""
"3";"Kristin";"Mestad";"F";"NOR";"Torridal IL / Sirdal Ski Skiskyting";"NC Sprint";"K17";"NC";"17:45.0";"00:17:45.000";"17:45.0";"1";"16";"1:28.3";"38";"2:02.4";"39";"2:02.4";"2016-01-24T09:48:45.7000000";"";""
"29";"Martine";"Lundby";"F";"NOR";"Østre Toten Skilag";"NC Sprint";"K17";"NC";"17:56.0";"00:17:56.000";"17:56.0";"1";"17";"1:39.3";"42";"2:13.4";"46";"2:13.4";"2016-01-24T09:57:36.7000000";"";""
"18";"Cornelia Zachariassen";"Rørvik";"F";"NOR";"Sandnes Skiskytterlag / Sirdal Ski Skiskyting";"NC Sprint";"K17";"NC";"17:56.5";"00:17:56.500";"17:56.5";"1";"18";"1:39.8";"43";"2:13.9";"47";"2:13.9";"2016-01-24T09:53:57.0000000";"";""
"12";"Ingrid";"Nordbotten";"F";"NOR";"Sandnes Skiskytterlag / Sirdal Ski Skiskyting";"NC Sprint";"K17";"NC";"18:11.2";"00:18:11.200";"18:11.2";"1";"19";"1:54.5";"47";"2:28.6";"51";"2:28.6";"2016-01-24T09:52:11.9000000";"";""
"35";"Siri";"Aas";"F";"NOR";"Birkenes IL / Sirdal Ski Skiskyting";"NC Sprint";"K17";"NC";"18:11.4";"00:18:11.400";"18:11.4";"1";"20";"1:54.7";"48";"2:28.8";"52";"2:28.8";"2016-01-24T09:59:52.3000000";"";""
"39";"Marte Lien";"Johnsen";"F";"NOR";"Byåsen Skiskytterlag / Heimdal VGS";"NC Sprint";"K17";"NC";"18:11.6";"00:18:11.600";"18:11.6";"1";"21";"1:54.9";"49";"2:29.0";"53";"2:29.0";"2016-01-24T10:01:12.3000000";"";""
"21";"Andrine Øverland";"Hatling";"F";"NOR";"Fana IL / NTG Geilo";"NC Sprint";"K17";"NC";"18:22.0";"00:18:22.000";"18:22.0";"1";"22";"2:05.3";"52";"2:39.4";"60";"2:39.4";"2016-01-24T09:55:22.1000000";"";""
"28";"Tuva Eilevsdotter";"Sørbøen";"F";"NOR";"Ål Skiskyttarlag / Sirdal Ski Skiskyting";"NC Sprint";"K17";"NC";"18:33.5";"00:18:33.500";"18:33.5";"1";"23";"2:16.8";"56";"2:50.9";"66";"2:50.9";"2016-01-24T09:57:54.2000000";"";""
"38";"Guro Hennissen";"Hermann";"F";"NOR";"Stiklestad IL / Steinkjer Videregående Skole";"NC Sprint";"K17";"NC";"18:35.0";"00:18:35.000";"18:35.0";"1";"24";"2:18.3";"57";"2:52.4";"67";"2:52.4";"2016-01-24T10:01:15.9000000";"";""
"31";"Stine";"Myhre";"F";"NOR";"Østre Toten Skilag";"NC Sprint";"K17";"NC";"18:55.0";"00:18:55.000";"18:55.0";"1";"25";"2:38.3";"60";"3:12.4";"80";"3:12.4";"2016-01-24T09:59:15.7000000";"";""
"4";"Tora Eid";"Løvås";"F";"NOR";"Trondhjems Skiskyttere / Heimdal VGS";"NC Sprint";"K17";"NC";"18:58.3";"00:18:58.300";"18:58.3";"1";"26";"2:41.6";"61";"3:15.7";"84";"3:15.7";"2016-01-24T09:50:18.9000000";"";""
"33";"Ingrid Stølan";"Husøy";"F";"NOR";"Molde og Omegn IF";"NC Sprint";"K17";"NC";"19:10.2";"00:19:10.200";"19:10.2";"1";"27";"2:53.5";"66";"3:27.6";"99";"3:27.6";"2016-01-24T10:00:11.5000000";"";""
"34";"Nora Landerud";"Svingen";"F";"NOR";"Svene IL / NTG Geilo";"NC Sprint";"K17";"NC";"19:12.1";"00:19:12.100";"19:12.1";"1";"28";"2:55.4";"67";"3:29.5";"102";"3:29.5";"2016-01-24T10:00:33.1000000";"";""
"32";"Tonje Bruem";"Reistad";"F";"NOR";"Stiklestad IL / Steinkjer Videregående Skole";"NC Sprint";"K17";"NC";"19:48.0";"00:19:48.000";"19:48.0";"1";"29";"3:31.3";"74";"4:05.4";"133";"4:05.4";"2016-01-24T10:00:28.8000000";"";""
"2";"Randine";"Nes";"F";"NOR";"Fana IL / Team Glalaks";"NC Sprint";"K17";"NC";"20:12.7";"00:20:12.700";"20:12.7";"1";"30";"3:56.0";"80";"4:30.1";"151";"4:30.1";"2016-01-24T09:50:53.6000000";"";""
"27";"Rikke Hjelseth";"Larsen";"F";"NOR";"IL Bevern / Team Kongsberg";"NC Sprint";"K17";"NC";"20:19.0";"00:20:19.000";"20:19.0";"1";"31";"4:02.3";"81";"4:36.4";"154";"4:36.4";"2016-01-24T09:59:20.0000000";"";""
"30";"Mari Skjevling";"Erlandsen";"F";"NOR";"Hønefoss Skiskytterklubb / Team Skiguard Buskerud";"NC Sprint";"K17";"NC";"20:30.7";"00:20:30.700";"20:30.7";"1";"32";"4:14.0";"85";"4:48.1";"163";"4:48.1";"2016-01-24T10:00:31.8000000";"";""
"11";"Andrine";"Green";"F";"NOR";"Stiklestad IL / Steinkjer Videregående Skole";"NC Sprint";"K17";"NC";"20:41.8";"00:20:41.800";"20:41.8";"1";"33";"4:25.1";"89";"4:59.2";"179";"4:59.2";"2016-01-24T09:54:22.2000000";"";""
"6";"Ingri";"Hovland";"F";"NOR";"Hålandsdal IL / Team Glalaks";"NC Sprint";"K17";"NC";"DNF";"00:00:00.000";"DNF";"1";"34";"";"128";"";"398";"";"";"";""
"40";"Malin";"Jøranli";"F";"NOR";"Nordre Land IL / Team Valdres Ski";"NC Sprint";"K17";"NC";"DNF";"00:08:28.200";"DNF";"1";"35";"";"129";"";"399";"";"";"";""
"61";"Randi Sollid";"Nordvang";"F";"NOR";"Vik IL / NTG Lillehammer";"NC Sprint";"K18";"NC";"15:42.6";"00:15:42.600";"15:42.6";"1";"1";"0:00.0";"1";"0:00.0";"1";"0:00.0";"2016-01-24T10:06:03.3000000";"";""
"66";"Marte Løvaas";"Søvik";"F";"NOR";"Trondhjems Skiskyttere / Heimdal VGS";"NC Sprint";"K18";"NC";"16:12.5";"00:16:12.500";"16:12.5";"1";"2";"0:29.9";"4";"0:29.9";"4";"0:29.9";"2016-01-24T10:08:13.0000000";"";""
"49";"Kristiane";"HOLM";"F";"NOR";"Simostranda IL / NTG Geilo";"NC Sprint";"K18";"NC";"16:26.5";"00:16:26.500";"16:26.5";"1";"3";"0:43.9";"7";"0:43.9";"7";"0:43.9";"2016-01-24T10:02:47.1000000";"";""
"68";"Ane Einbu";"Baugerød";"F";"NOR";"IL Bevern / NTG Lillehammer";"NC Sprint";"K18";"NC";"16:57.0";"00:16:57.000";"16:57.0";"1";"4";"1:14.4";"13";"1:14.4";"13";"1:14.4";"2016-01-24T10:09:37.3000000";"";""
"56";"Yngvild";"Brandt";"F";"NOR";"Stiklestad IL / Meråker Videregående skole";"NC Sprint";"K18";"NC";"17:00.2";"00:17:00.200";"17:00.2";"1";"5";"1:17.6";"15";"1:17.6";"15";"1:17.6";"2016-01-24T10:05:40.7000000";"";""
"47";"Hilvi Emerense";"HAMAR";"F";"NOR";"Byåsen Skiskytterlag";"NC Sprint";"K18";"NC";"17:18.6";"00:17:18.600";"17:18.6";"1";"6";"1:36.0";"23";"1:36.0";"23";"1:36.0";"2016-01-24T10:02:59.6000000";"";""
"50";"Synne Findal";"Skar";"F";"NOR";"";"NC Sprint";"K18";"NC";"17:23.8";"00:17:23.800";"17:23.8";"1";"7";"1:41.2";"24";"1:41.2";"24";"1:41.2";"2016-01-24T10:04:05.0000000";"";""
"60";"Ine";"Skjellum";"F";"NOR";"Søndre Ål Sportsklubb / Team Lygna skiskyting";"NC Sprint";"K18";"NC";"17:28.5";"00:17:28.500";"17:28.5";"1";"8";"1:45.9";"27";"1:45.9";"27";"1:45.9";"2016-01-24T10:07:29.7000000";"";""
"43";"Marit Ishol";"Skogan";"F";"NOR";"Steinkjer SK / Steinkjer Videregående Skole";"NC Sprint";"K18";"NC";"17:34.7";"00:17:34.700";"17:34.7";"1";"9";"1:52.1";"32";"1:52.1";"32";"1:52.1";"2016-01-24T10:01:55.1000000";"";""
"69";"Mari";"Wetterhus";"F";"NOR";"Svene IL / NTG Lillehammer";"NC Sprint";"K18";"NC";"17:40.9";"00:17:40.900";"17:40.9";"1";"10";"1:58.3";"34";"1:58.3";"34";"1:58.3";"2016-01-24T10:10:41.9000000";"";""
"52";"Silje";"Fosse";"F";"NOR";"Voss Skiskytterlag / Team Glalaks";"NC Sprint";"K18";"NC";"17:48.5";"00:17:48.500";"17:48.5";"1";"11";"2:05.9";"39";"2:05.9";"40";"2:05.9";"2016-01-24T10:05:09.3000000";"";""
"54";"Kristin";"SANDE";"F";"NOR";"Kvam Langrenn- og Skiskyttarklubb / NTG Geilo";"NC Sprint";"K18";"NC";"17:53.2";"00:17:53.200";"17:53.2";"1";"12";"2:10.6";"40";"2:10.6";"42";"2:10.6";"2016-01-24T10:05:53.9000000";"";""
"51";"Line";"Sølberg";"F";"NOR";"Leik, IL / Heimdal VGS";"NC Sprint";"K18";"NC";"17:53.7";"00:17:53.700";"17:53.7";"1";"13";"2:11.1";"41";"2:11.1";"43";"2:11.1";"2016-01-24T10:04:54.6000000";"";""
"65";"Elise Skeide";"Bakke";"F";"NOR";"Eid IL";"NC Sprint";"K18";"NC";"18:08.6";"00:18:08.600";"18:08.6";"1";"14";"2:26.0";"45";"2:26.0";"49";"2:26.0";"2016-01-24T10:09:49.4000000";"";""
"64";"Vilde Aurora Gusevik";"Skotland";"F";"NOR";"Try, Idrettslaget / NTG Lillehammer";"NC Sprint";"K18";"NC";"18:14.0";"00:18:14.000";"18:14.0";"1";"15";"2:31.4";"50";"2:31.4";"54";"2:31.4";"2016-01-24T10:09:35.1000000";"";""
"44";"Stina";"Brattegard";"F";"NOR";"Ål Skiskyttarlag / NTG Geilo";"NC Sprint";"K18";"NC";"18:18.9";"00:18:18.900";"18:18.9";"1";"16";"2:36.3";"51";"2:36.3";"56";"2:36.3";"2016-01-24T10:02:59.6000000";"";""
"42";"Kristin";"Sandbæk";"F";"NOR";"Østre Toten Skilag / NTG Lillehammer";"NC Sprint";"K18";"NC";"18:26.2";"00:18:26.200";"18:26.2";"1";"17";"2:43.6";"53";"2:43.6";"61";"2:43.6";"2016-01-24T10:02:26.4000000";"";""
"55";"Emma";"STAVELI";"F";"NOR";"Orkdal IL / Meråker Videregående skole";"NC Sprint";"K18";"NC";"18:29.8";"00:18:29.800";"18:29.8";"1";"18";"2:47.2";"55";"2:47.2";"63";"2:47.2";"2016-01-24T10:06:50.8000000";"";""
"57";"Toril Bakka";"Nygård";"F";"NOR";"Haltdalen IL / Meråker Videregående skole";"NC Sprint";"K18";"NC";"18:36.8";"00:18:36.800";"18:36.8";"1";"19";"2:54.2";"58";"2:54.2";"68";"2:54.2";"2016-01-24T10:07:37.3000000";"";""
"46";"Johanna Fjerdingen";"Moan";"F";"NOR";"Røros IL";"NC Sprint";"K18";"NC";"18:39.2";"00:18:39.200";"18:39.2";"1";"20";"2:56.6";"59";"2:56.6";"70";"2:56.6";"2016-01-24T10:04:00.0000000";"";""
"67";"Berit";"Bjørkevoll";"F";"NOR";"Nittedal Skiskytterlag";"NC Sprint";"K18";"NC";"19:07.2";"00:19:07.200";"19:07.2";"1";"21";"3:24.6";"63";"3:24.6";"95";"3:24.6";"2016-01-24T10:11:28.0000000";"";""
"63";"Petrine Lande";"Koteng";"F";"NOR";"Fossum IF";"NC Sprint";"K18";"NC";"19:09.1";"00:19:09.100";"19:09.1";"1";"22";"3:26.5";"65";"3:26.5";"98";"3:26.5";"2016-01-24T10:10:09.6000000";"";""
"58";"Ingrid";"Gausemel";"F";"NOR";"Hornindal IL";"NC Sprint";"K18";"NC";"19:32.2";"00:19:32.200";"19:32.2";"1";"23";"3:49.6";"71";"3:49.6";"120";"3:49.6";"2016-01-24T10:08:52.5000000";"";""
"62";"Sofie Barmen";"Stein";"F";"NOR";"Fana IL / Team Glalaks";"NC Sprint";"K18";"NC";"19:56.7";"00:19:56.700";"19:56.7";"1";"24";"4:14.1";"75";"4:14.1";"140";"4:14.1";"2016-01-24T10:10:37.3000000";"";""
"53";"Bettina";"Storkås";"F";"NOR";"Øvrebø IL / Sirdal Ski Skiskyting";"NC Sprint";"K18";"NC";"20:10.0";"00:20:10.000";"20:10.0";"1";"25";"4:27.4";"79";"4:27.4";"149";"4:27.4";"2016-01-24T10:07:51.2000000";"";""
"48";"Eirin Marie";"Syvertsen";"F";"NOR";"Oslo Skiskytterlag";"NC Sprint";"K18";"NC";"24:43.0";"00:24:43.000";"24:43.0";"1";"26";"9:00.4";"123";"9:00.4";"326";"9:00.4";"2016-01-24T10:10:43.5000000";"";""
"212";"Kirsten Daae";"Wiig";"F";"NOR";"Ullensaker SK / NTG Lillehammer";"NC Sprint";"K19";"NC";"15:49.0";"00:15:49.000";"15:49.0";"1";"1";"0:00.0";"2";"0:06.4";"2";"0:06.4";"2016-01-24T10:56:29.6000000";"";""
"218";"Ida";"Lien";"F";"NOR";"Simostranda IL / NTG Geilo";"NC Sprint";"K19";"NC";"16:05.3";"00:16:05.300";"16:05.3";"1";"2";"0:16.3";"3";"0:22.7";"3";"0:22.7";"2016-01-24T10:58:46.2000000";"";""
"219";"Mathea";"Tofte";"F";"NOR";"Vingrom IL / NTG Lillehammer";"NC Sprint";"K19";"NC";"16:15.7";"00:16:15.700";"16:15.7";"1";"3";"0:26.7";"5";"0:33.1";"5";"0:33.1";"2016-01-24T10:59:16.0000000";"";""
"213";"Une Christiane Tronerud";"Kvelvane";"F";"NOR";"Voss Skiskytterlag / Team Glalaks";"NC Sprint";"K19";"NC";"16:34.6";"00:16:34.600";"16:34.6";"1";"4";"0:45.6";"9";"0:52.0";"9";"0:52.0";"2016-01-24T10:57:35.1000000";"";""
"229";"Hege";"Kittelsen";"F";"NOR";"Idrettslaget Dyre Vaa / Team TeVe";"NC Sprint";"K19";"NC";"16:56.2";"00:16:56.200";"16:56.2";"1";"5";"1:07.2";"11";"1:13.6";"11";"1:13.6";"2016-01-24T11:03:17.2000000";"";""
