"Startnumber";"Firstname";"Surname";"Gender";"Nat";"Club";"Stage";"Class";"Group";"Total Time";"Total TimeHMS";"Total Time2";"Lap";"Rank Class";"Diff Winner Class";"Rank Gender";"Diff Winner Gender";"Rank Total";"Diff Winner Total";"TimeOfDay";"City";""
"216";"Stine Eggen";"Persson";"F";"NOR";"Vingrom IL / NTG Lillehammer";"NC Sprint";"K19";"NC";"16:56.8";"00:16:56.800";"16:56.8";"1";"6";"1:07.8";"12";"1:14.2";"12";"1:14.2";"2016-01-24T10:58:57.7000000";"";""
"217";"Sigrid Johannesen";"Livik";"F";"NOR";"Meråker Skiskytterklubb / Meråker Videregående skole";"NC Sprint";"K19";"NC";"17:17.7";"00:17:17.700";"17:17.7";"1";"7";"1:28.7";"22";"1:35.1";"22";"1:35.1";"2016-01-24T10:59:38.8000000";"";""
"234";"Nora Huken";"Mathiesen";"F";"NOR";"Ullensaker SK / NTG Lillehammer";"NC Sprint";"K19";"NC";"17:23.8";"00:17:23.800";"17:23.8";"1";"8";"1:34.8";"24";"1:41.2";"24";"1:41.2";"2016-01-24T11:05:24.7000000";"";""
"225";"Synne";"Flotten";"F";"NOR";"Oppdal IL / Meråker Videregående skole";"NC Sprint";"K19";"NC";"17:32.4";"00:17:32.400";"17:32.4";"1";"9";"1:43.4";"29";"1:49.8";"29";"1:49.8";"2016-01-24T11:02:33.0000000";"";""
"222";"Siri";"MOHOLTH";"F";"NOR";"IL Bevern / Team Skiguard Buskerud";"NC Sprint";"K19";"NC";"17:32.9";"00:17:32.900";"17:32.9";"1";"10";"1:43.9";"30";"1:50.3";"30";"1:50.3";"2016-01-24T11:01:33.4000000";"";""
"215";"Malin Auganæs";"Bergtun";"F";"NOR";"Kvam Langrenn- og Skiskyttarklubb / Team Glalaks";"NC Sprint";"K19";"NC";"17:34.4";"00:17:34.400";"17:34.4";"1";"11";"1:45.4";"31";"1:51.8";"31";"1:51.8";"2016-01-24T10:59:15.0000000";"";""
"228";"Ingrid";"Grue";"F";"NOR";"Kvikne IL";"NC Sprint";"K19";"NC";"17:41.4";"00:17:41.400";"17:41.4";"1";"12";"1:52.4";"35";"1:58.8";"35";"1:58.8";"2016-01-24T11:03:42.2000000";"";""
"224";"Silje";"Gløtheim";"F";"NOR";"Røros IL";"NC Sprint";"K19";"NC";"18:08.1";"00:18:08.100";"18:08.1";"1";"13";"2:19.1";"44";"2:25.5";"48";"2:25.5";"2016-01-24T11:02:48.6000000";"";""
"232";"Susanne";"Hemnes";"F";"NOR";"Sandnes Skiskytterlag / Sirdal Ski Skiskyting";"NC Sprint";"K19";"NC";"18:08.7";"00:18:08.700";"18:08.7";"1";"14";"2:19.7";"46";"2:26.1";"50";"2:26.1";"2016-01-24T11:05:30.1000000";"";""
"226";"Ann Vilde";"Kristensen";"F";"NOR";"Sandnes Skiskytterlag / Sirdal Ski Skiskyting";"NC Sprint";"K19";"NC";"18:28.8";"00:18:28.800";"18:28.8";"1";"15";"2:39.8";"54";"2:46.2";"62";"2:46.2";"2016-01-24T11:03:49.4000000";"";""
"214";"Marta Skrove";"Nossum";"F";"NOR";"Stiklestad IL / Steinkjer Videregående Skole";"NC Sprint";"K19";"NC";"19:03.8";"00:19:03.800";"19:03.8";"1";"16";"3:14.8";"62";"3:21.2";"91";"3:21.2";"2016-01-24T11:00:24.6000000";"";""
"230";"Marie Kvistad";"Vee";"F";"NOR";"Simostranda IL / Meråker Videregående skole";"NC Sprint";"K19";"NC";"19:08.0";"00:19:08.000";"19:08.0";"1";"17";"3:19.0";"64";"3:25.4";"96";"3:25.4";"2016-01-24T11:05:48.9000000";"";""
"227";"Lise";"Sundli";"F";"NOR";"Sokna IL";"NC Sprint";"K19";"NC";"19:13.3";"00:19:13.300";"19:13.3";"1";"18";"3:24.3";"68";"3:30.7";"105";"3:30.7";"2016-01-24T11:04:53.7000000";"";""
"211";"Malin";"Børdalen";"F";"NOR";"Hønefoss Skiskytterklubb / Team Skiguard Buskerud";"NC Sprint";"K19";"NC";"19:14.4";"00:19:14.400";"19:14.4";"1";"19";"3:25.4";"69";"3:31.8";"106";"3:31.8";"2016-01-24T10:59:34.8000000";"";""
"235";"Anne-Guro";"Bekken";"F";"NOR";"Kvikne IL";"NC Sprint";"K19";"NC";"19:23.4";"00:19:23.400";"19:23.4";"1";"20";"3:34.4";"70";"3:40.8";"111";"3:40.8";"2016-01-24T11:07:44.1000000";"";""
"221";"Anna Kristine";"Størseth";"F";"NOR";"Meråker Skiskytterklubb / Meråker Videregående skole";"NC Sprint";"K19";"NC";"19:32.9";"00:19:32.900";"19:32.9";"1";"21";"3:43.9";"72";"3:50.3";"122";"3:50.3";"2016-01-24T11:03:13.9000000";"";""
"220";"Silje Marie";"Hage";"F";"NOR";"Gjesdal Skiskytterlag / Sirdal Ski Skiskyting";"NC Sprint";"K19";"NC";"19:45.3";"00:19:45.300";"19:45.3";"1";"22";"3:56.3";"73";"4:02.7";"130";"4:02.7";"2016-01-24T11:03:05.7000000";"";""
"209";"Synne";"Nesse";"F";"NOR";"Fet SK";"NC Sprint";"K19";"NC";"20:31.2";"00:20:31.200";"20:31.2";"1";"23";"4:42.2";"86";"4:48.6";"164";"4:48.6";"2016-01-24T11:00:12.0000000";"";""
"210";"Emilie";"Melås";"F";"NOR";"Drangedal Idrettslag / Team TeVe";"NC Sprint";"K19";"NC";"20:34.0";"00:20:34.000";"20:34.0";"1";"24";"4:45.0";"88";"4:51.4";"170";"4:51.4";"2016-01-24T11:00:35.1000000";"";""
"231";"Hanne";"Bjørsvik";"F";"NOR";"Molde og Omegn IF";"NC Sprint";"K19";"NC";"20:50.9";"00:20:50.900";"20:50.9";"1";"25";"5:01.9";"93";"5:08.3";"190";"5:08.3";"2016-01-24T11:07:51.7000000";"";""
"233";"Tiril Emilie Ruud";"Bråten";"F";"NOR";"Fet SK";"NC Sprint";"K19";"NC";"20:52.6";"00:20:52.600";"20:52.6";"1";"26";"5:03.6";"94";"5:10.0";"193";"5:10.0";"2016-01-24T11:08:33.0000000";"";""
"223";"Julie";"Bjørken";"F";"NOR";"Stiklestad IL / Steinkjer Videregående Skole";"NC Sprint";"K19";"NC";"21:40.3";"00:21:40.300";"21:40.3";"1";"27";"5:51.3";"100";"5:57.7";"230";"5:57.7";"2016-01-24T11:06:01.0000000";"";""
"248";"Karoline Offigstad";"Knotten";"F";"NOR";"Vingrom IL";"NC Sprint";"K20-21";"NC";"20:07.7";"00:20:07.700";"20:07.7";"1";"1";"0:00.0";"78";"4:25.1";"148";"4:25.1";"2016-01-24T13:39:08.9000000";"";""
"251";"Hilde";"Eide";"F";"NOR";"Øystre Slidre SSL";"NC Sprint";"K20-21";"NC";"20:31.5";"00:20:31.500";"20:31.5";"1";"2";"0:23.8";"87";"4:48.9";"166";"4:48.9";"2016-01-24T13:40:32.2000000";"";""
"257";"Kristin Våga";"Fløttum";"F";"NOR";"Skaun IL / Heimdal VGS";"NC Sprint";"K20-21";"NC";"20:47.6";"00:20:47.600";"20:47.6";"1";"3";"0:39.9";"91";"5:05.0";"187";"5:05.0";"2016-01-24T13:42:48.2000000";"";""
"254";"Hedda Lundeberg";"Aas";"F";"NOR";"Bø Skiskyttarlag";"NC Sprint";"K20-21";"NC";"21:09.1";"00:21:09.100";"21:09.1";"1";"4";"1:01.4";"97";"5:26.5";"205";"5:26.5";"2016-01-24T13:42:10.2000000";"";""
"241";"Paula Friedericke";"Hartmann";"F";"NOR";"Lierne IL / Meråker Videregående skole";"NC Sprint";"K20-21";"NC";"21:26.7";"00:21:26.700";"21:26.7";"1";"5";"1:19.0";"99";"5:44.1";"222";"5:44.1";"2016-01-24T13:38:08.0000000";"";""
"262";"Katja Sha Voje";"Bjørnstad";"F";"NOR";"Oslo Skiskytterlag / Team Statkraft Oslofjord";"NC Sprint";"K20-21";"NC";"21:40.9";"00:21:40.900";"21:40.9";"1";"6";"1:33.2";"101";"5:58.3";"231";"5:58.3";"2016-01-24T13:45:21.7000000";"";""
"263";"Lotte";"Lie";"F";"NOR";"Skatval Skilag";"NC Sprint";"K20-21";"NC";"21:43.6";"00:21:43.600";"21:43.6";"1";"7";"1:35.9";"102";"6:01.0";"235";"6:01.0";"2016-01-24T13:45:44.1000000";"";""
"265";"Silja Fjærestad";"Hønsi";"F";"NOR";"Vik IL / Team Glalaks";"NC Sprint";"K20-21";"NC";"21:56.4";"00:21:56.400";"21:56.4";"1";"8";"1:48.7";"104";"6:13.8";"244";"6:13.8";"2016-01-24T13:46:36.8000000";"";""
"253";"Sara Ehrenpohl";"Sand (3427446)";"F";"NOR";"Byåsen Skiskytterlag";"NC Sprint";"K20-21";"NC";"21:56.6";"00:21:56.600";"21:56.6";"1";"9";"1:48.9";"105";"6:14.0";"245";"6:14.0";"2016-01-24T13:42:37.7000000";"";""
"258";"Silje";"Bakken";"F";"NOR";"Leik, IL";"NC Sprint";"K20-21";"NC";"21:58.7";"00:21:58.700";"21:58.7";"1";"10";"1:51.0";"106";"6:16.1";"246";"6:16.1";"2016-01-24T13:44:19.6000000";"";""
"242";"Frida Lovise";"Sørmo";"F";"NOR";"Bossmo & Ytteren IL / Team Troms & Finnmark";"NC Sprint";"K20-21";"NC";"22:04.7";"00:22:04.700";"22:04.7";"1";"11";"1:57.0";"107";"6:22.1";"248";"6:22.1";"2016-01-24T13:39:05.7000000";"";""
"261";"Anitra";"Vognild";"F";"NOR";"Bjerke IL Ski";"NC Sprint";"K20-21";"NC";"22:04.8";"00:22:04.800";"22:04.8";"1";"12";"1:57.1";"108";"6:22.2";"249";"6:22.2";"2016-01-24T13:45:25.7000000";"";""
"239";"Ida Emilie";"Herfoss";"F";"NOR";"Drangedal Idrettslag";"NC Sprint";"K20-21";"NC";"22:14.3";"00:22:14.300";"22:14.3";"1";"13";"2:06.6";"109";"6:31.7";"254";"6:31.7";"2016-01-24T13:38:15.4000000";"";""
"264";"Anne Katrine";"Tønset";"F";"NOR";"Røros IL";"NC Sprint";"K20-21";"NC";"22:16.4";"00:22:16.400";"22:16.4";"1";"14";"2:08.7";"111";"6:33.8";"257";"6:33.8";"2016-01-24T13:46:37.9000000";"";""
"252";"Ingvild";"Berlandstveit";"F";"NOR";"Hålandsdal IL / Team Glalaks";"NC Sprint";"K20-21";"NC";"22:17.4";"00:22:17.400";"22:17.4";"1";"15";"2:09.7";"112";"6:34.8";"259";"6:34.8";"2016-01-24T13:42:38.1000000";"";""
"256";"Mari";"Sverdrup";"F";"NOR";"Dombås IL";"NC Sprint";"K20-21";"NC";"22:29.6";"00:22:29.600";"22:29.6";"1";"16";"2:21.9";"114";"6:47.0";"266";"6:47.0";"2016-01-24T13:44:10.3000000";"";""
"259";"Jenny";"ENODD";"F";"NOR";"Budal IL / Team Statkraft Midt-Norge";"NC Sprint";"K20-21";"NC";"22:38.4";"00:22:38.400";"22:38.4";"1";"17";"2:30.7";"115";"6:55.8";"270";"6:55.8";"2016-01-24T13:45:19.2000000";"";""
"245";"Runa Simonsen";"Blix";"F";"NOR";"Tromsø Skiskytterlag";"NC Sprint";"K20-21";"NC";"22:45.9";"00:22:45.900";"22:45.9";"1";"18";"2:38.2";"116";"7:03.3";"271";"7:03.3";"2016-01-24T13:40:46.8000000";"";""
"266";"Christine Williksen";"Høiland";"F";"NOR";"Fossum IF / Team Statkraft Innlandet";"NC Sprint";"K20-21";"NC";"22:53.1";"00:22:53.100";"22:53.1";"1";"19";"2:45.4";"117";"7:10.5";"273";"7:10.5";"2016-01-24T13:47:53.7000000";"";""
"240";"Gunhild Viljugrein";"Stølen";"F";"NOR";"Bærums Skiklub / Team Statkraft Midt-Norge";"NC Sprint";"K20-21";"NC";"23:10.9";"00:23:10.900";"23:10.9";"1";"20";"3:03.2";"118";"7:28.3";"281";"7:28.3";"2016-01-24T13:39:31.8000000";"";""
"243";"Eirin Sangesland";"Tveit";"F";"NOR";"Øvrebø IL / Sirdal Ski Skiskyting";"NC Sprint";"K20-21";"NC";"23:19.9";"00:23:19.900";"23:19.9";"1";"21";"3:12.2";"119";"7:37.3";"283";"7:37.3";"2016-01-24T13:40:40.9000000";"";""
"260";"Mari Sollid";"EIDE";"F";"NOR";"Stårheim IL";"NC Sprint";"K20-21";"NC";"23:22.3";"00:23:22.300";"23:22.3";"1";"22";"3:14.6";"120";"7:39.7";"284";"7:39.7";"2016-01-24T13:46:22.9000000";"";""
"247";"Norunn Kvistad";"Dengerud";"F";"NOR";"Steinkjer SK";"NC Sprint";"K20-21";"NC";"23:36.3";"00:23:36.300";"23:36.3";"1";"23";"3:28.6";"121";"7:53.7";"293";"7:53.7";"2016-01-24T13:42:17.5000000";"";""
"249";"Aina Fossbakken";"Røsten";"F";"NOR";"Tynset IF";"NC Sprint";"K20-21";"NC";"24:02.9";"00:24:02.900";"24:02.9";"1";"24";"3:55.2";"122";"8:20.3";"311";"8:20.3";"2016-01-24T13:43:24.1000000";"";""
"244";"Anette";"Heldal";"F";"NOR";"Bødalen IF / Sirdal Ski Skiskyting";"NC Sprint";"K20-21";"NC";"24:59.7";"00:24:59.700";"24:59.7";"1";"25";"4:52.0";"124";"9:17.1";"335";"9:17.1";"2016-01-24T13:42:40.9000000";"";""
"250";"Mathilde";"Hustoft";"F";"NOR";"Asker SK";"NC Sprint";"K20-21";"NC";"25:07.0";"00:25:07.000";"25:07.0";"1";"26";"4:59.3";"125";"9:24.4";"339";"9:24.4";"2016-01-24T13:44:47.8000000";"";""
"246";"Inga Elise";"Vik";"F";"NOR";"Sunnylven IL";"NC Sprint";"K20-21";"NC";"25:07.4";"00:25:07.400";"25:07.4";"1";"27";"4:59.7";"126";"9:24.8";"340";"9:24.8";"2016-01-24T13:43:28.3000000";"";""
"237";"Marielle Holen";"Årevik";"F";"NOR";"";"NC Sprint";"K20-21";"NC";"25:15.4";"00:25:15.400";"25:15.4";"1";"28";"5:07.7";"127";"9:32.8";"347";"9:32.8";"2016-01-24T13:40:36.3000000";"";""
"446";"Martin";"Rui";"M";"NOR";"Froland IL / Sirdal Ski Skiskyting";"NC Sprint";"M Senior";"NC";"22:54.1";"00:22:54.100";"22:54.1";"1";"1";"0:00.0";"157";"5:10.3";"274";"7:11.5";"2016-01-24T14:47:54.9000000";"";""
"426";"Fredrik";"Gjesbakk";"M";"NOR";"Bossmo & Ytteren IL / Team Statkraft Midt-Norge";"NC Sprint";"M Senior";"NC";"22:54.2";"00:22:54.200";"22:54.2";"1";"2";"0:00.1";"158";"5:10.4";"275";"7:11.6";"2016-01-24T14:41:14.9000000";"";""
"428";"Bjarte";"Solvang";"M";"NOR";"Hålandsdal IL / Team Glalaks";"NC Sprint";"M Senior";"NC";"23:10.5";"00:23:10.500";"23:10.5";"1";"3";"0:16.4";"163";"5:26.7";"280";"7:27.9";"2016-01-24T14:42:11.3000000";"";""
"411";"Sondre Eriksen";"Hensema";"M";"NOR";"Bødalen IF / Team Statkraft Oslofjord";"NC Sprint";"M Senior";"NC";"23:24.1";"00:23:24.100";"23:24.1";"1";"4";"0:30.0";"166";"5:40.3";"286";"7:41.5";"2016-01-24T14:36:44.9000000";"";""
"422";"Kristian Andre";"AALERUD";"M";"NOR";"Bærums Skiklub / Team Holmenkollen";"NC Sprint";"M Senior";"NC";"23:24.2";"00:23:24.200";"23:24.2";"1";"5";"0:30.1";"167";"5:40.4";"287";"7:41.6";"2016-01-24T14:40:24.7000000";"";""
"443";"Fredrik Mack";"Rørvik";"M";"NOR";"Målselvs Skiskyttere / Team Statkraft Innlandet";"NC Sprint";"M Senior";"NC";"23:31.2";"00:23:31.200";"23:31.2";"1";"6";"0:37.1";"172";"5:47.4";"292";"7:48.6";"2016-01-24T14:47:31.8000000";"";""
"406";"Håkon";"Steimler";"M";"NOR";"Hernes IL / Team Natrudstilen";"NC Sprint";"M Senior";"NC";"23:38.3";"00:23:38.300";"23:38.3";"1";"7";"0:44.2";"175";"5:54.5";"296";"7:55.7";"2016-01-24T14:35:18.8000000";"";""
"444";"Martin";"LINDLAND";"M";"NOR";"Bødalen IF / Team Bardøla";"NC Sprint";"M Senior";"NC";"23:38.5";"00:23:38.500";"23:38.5";"1";"8";"0:44.4";"176";"5:54.7";"297";"7:55.9";"2016-01-24T14:47:59.3000000";"";""
"419";"Håkon";"Svaland";"M";"NOR";"Birkenes IL / Team Mesterbakeren";"NC Sprint";"M Senior";"NC";"23:43.0";"00:23:43.000";"23:43.0";"1";"9";"0:48.9";"179";"5:59.2";"300";"8:00.4";"2016-01-24T14:39:43.6000000";"";""
"448";"Per Buttingsrud";"Aas-Eng";"M";"NOR";"Vik IL";"NC Sprint";"M Senior";"NC";"23:44.4";"00:23:44.400";"23:44.4";"1";"10";"0:50.3";"180";"6:00.6";"301";"8:01.8";"2016-01-24T14:49:25.0000000";"";""
"415";"Øystein";"Ulekleiv";"M";"NOR";"Dombås IL";"NC Sprint";"M Senior";"NC";"23:45.8";"00:23:45.800";"23:45.8";"1";"11";"0:51.7";"181";"6:02.0";"302";"8:03.2";"2016-01-24T14:38:26.5000000";"";""
"416";"Andreas";"Kvam";"M";"NOR";"Meldal IL / Team Statkraft Innlandet";"NC Sprint";"M Senior";"NC";"23:46.6";"00:23:46.600";"23:46.6";"1";"12";"0:52.5";"183";"6:02.8";"304";"8:04.0";"2016-01-24T14:38:47.0000000";"";""
"435";"Vegard";"Skinnes";"M";"NOR";"Simostranda IL / Team Skiguard Buskerud";"NC Sprint";"M Senior";"NC";"23:49.0";"00:23:49.000";"23:49.0";"1";"13";"0:54.9";"184";"6:05.2";"305";"8:06.4";"2016-01-24T14:45:10.0000000";"";""
"412";"Amund Hoff";"Thomassen";"M";"NOR";"Sauda Skiskytterlag";"NC Sprint";"M Senior";"NC";"23:49.6";"00:23:49.600";"23:49.6";"1";"14";"0:55.5";"185";"6:05.8";"306";"8:07.0";"2016-01-24T14:37:30.2000000";"";""
"433";"Martin";"Femsteinevik";"M";"NOR";"Hålandsdal IL / Team Glalaks";"NC Sprint";"M Senior";"NC";"23:51.6";"00:23:51.600";"23:51.6";"1";"15";"0:57.5";"187";"6:07.8";"308";"8:09.0";"2016-01-24T14:44:32.4000000";"";""
"400";"Tommy";"GROETTE";"M";"NOR";"Trondhjems Skiskyttere / Team Statkraft Innlandet";"NC Sprint";"M Senior";"NC";"24:00.4";"00:24:00.400";"24:00.4";"1";"16";"1:06.3";"188";"6:16.6";"309";"8:17.8";"2016-01-24T14:33:41.2000000";"";""
"432";"Simon Ågheim";"Kalkenberg";"M";"NOR";"Skonseng UL";"NC Sprint";"M Senior";"NC";"24:10.0";"00:24:10.000";"24:10.0";"1";"17";"1:15.9";"190";"6:26.2";"312";"8:27.4";"2016-01-24T14:44:30.7000000";"";""
"410";"Aasmund Kjøllmoen";"Steien";"M";"NOR";"Folldal IF / Team Statkraft Innlandet";"NC Sprint";"M Senior";"NC";"24:17.3";"00:24:17.300";"24:17.3";"1";"18";"1:23.2";"194";"6:33.5";"316";"8:34.7";"2016-01-24T14:37:17.9000000";"";""
"438";"Pål Kristian Grue";"Tufte";"M";"NOR";"Geilo IL";"NC Sprint";"M Senior";"NC";"24:17.4";"00:24:17.400";"24:17.4";"1";"19";"1:23.3";"195";"6:33.6";"317";"8:34.8";"2016-01-24T14:46:38.0000000";"";""
"409";"Anders Trønsdal";"Lyngstad";"M";"NOR";"Inderøy IL / Team Skistua Hemsedal";"NC Sprint";"M Senior";"NC";"24:24.6";"00:24:24.600";"24:24.6";"1";"20";"1:30.5";"197";"6:40.8";"319";"8:42.0";"2016-01-24T14:37:04.9000000";"";""
"439";"Jarle Midthjell";"Gjørven";"M";"NOR";"Markane IL / Team Statkraft Innlandet";"NC Sprint";"M Senior";"NC";"24:26.0";"00:24:26.000";"24:26.0";"1";"21";"1:31.9";"198";"6:42.2";"320";"8:43.4";"2016-01-24T14:47:06.9000000";"";""
"441";"Henrik Sagosen";"SMEBY";"M";"NOR";"IL Bevern / Team Holmenkollen";"NC Sprint";"M Senior";"NC";"24:37.3";"00:24:37.300";"24:37.3";"1";"22";"1:43.2";"202";"6:53.5";"324";"8:54.7";"2016-01-24T14:47:57.9000000";"";""
"403";"Ole Johann Rødvik";"Kilskar";"M";"NOR";"Frol IL";"NC Sprint";"M Senior";"NC";"24:40.9";"00:24:40.900";"24:40.9";"1";"23";"1:46.8";"203";"6:57.1";"325";"8:58.3";"2016-01-24T14:35:21.5000000";"";""
"408";"Sigve Ness";"Rolland";"M";"NOR";"Tingvoll IL";"NC Sprint";"M Senior";"NC";"24:43.6";"00:24:43.600";"24:43.6";"1";"24";"1:49.5";"204";"6:59.8";"327";"9:01.0";"2016-01-24T14:37:03.9000000";"";""
"401";"Thomas Berge";"FOYN";"M";"NOR";"Bærums Skiklub / Team Holmenkollen";"NC Sprint";"M Senior";"NC";"24:44.7";"00:24:44.700";"24:44.7";"1";"25";"1:50.6";"205";"7:00.9";"328";"9:02.1";"2016-01-24T14:34:44.9000000";"";""
"421";"Ole Kristian";"Frydenlund";"M";"NOR";"Mjøsski / Team Natrudstilen";"NC Sprint";"M Senior";"NC";"24:45.1";"00:24:45.100";"24:45.1";"1";"26";"1:51.0";"206";"7:01.3";"329";"9:02.5";"2016-01-24T14:41:25.6000000";"";""
"413";"Espen Tronsmo";"Sonflå";"M";"NOR";"Meråker Skiskytterklubb / Team Skistua Hemsedal";"NC Sprint";"M Senior";"NC";"24:45.6";"00:24:45.600";"24:45.6";"1";"27";"1:51.5";"207";"7:01.8";"330";"9:03.0";"2016-01-24T14:38:46.5000000";"";""
"430";"Tommi";"Luchsinger";"M";"NOR";"IL Bevern";"NC Sprint";"M Senior";"NC";"24:59.6";"00:24:59.600";"24:59.6";"1";"28";"2:05.5";"211";"7:15.8";"334";"9:17.0";"2016-01-24T14:44:39.0000000";"";""
"420";"Bjarte";"Mørkve";"M";"NOR";"Eldar IL / Team Glalaks";"NC Sprint";"M Senior";"NC";"24:59.9";"00:24:59.900";"24:59.9";"1";"29";"2:05.8";"212";"7:16.1";"336";"9:17.3";"2016-01-24T14:41:20.9000000";"";""
